,fighter,rank,odds,wins,losses,draw,td_pct,td_attempted,td_landed,sig_str_attempted,sig_str_landed,sig_str_pct,kd,tot_str_landed,tot_str_attempted,sub_attempts,pass,rev,age,Height_cms,Stance,Reach_cms,Weight_lbs,win_by_KO/TKO,win_by_Submission
211,Sergio Pettis,5.0,-300,8,5,0,0.0,0,0,253,96,0.37,0,96,253,0,0,0,26,167.64,Orthodox,175.26,125,0,0
212,Vinicius Moreira,,100,0,2,0,0.0,0,0,3,1,0.33,0,1,3,0,0,0,30,193.04,Orthodox,193.04,205,0,0
213,Sijara Eubanks,14.0,-290,2,1,0,0.2,5,1,169,77,0.45,0,94,186,0,1,0,34,162.56,Orthodox,170.18,135,0,0
214,Jack Hermansson,5.0,-275,7,2,0,0.16,6,1,42,20,0.47,0,22,45,0,1,0,31,185.42,Orthodox,195.58,185,3,2
215,Mark Madsen,,-600,0,0,0,0.5,2,1,29,22,0.75,0,24,31,0,1,0,35,172.72,Orthodox,182.88,155,0,0
216,Gunnar Nelson,,-105,8,4,0,0.0,2,0,36,20,0.55,0,26,45,0,0,0,31,180.34,Switch,182.88,170,0,7
217,Ion Cutelaba,,-105,3,3,0,0.8,5,4,26,15,0.57,0,16,27,0,1,0,25,185.42,Southpaw,190.5,205,2,1
218,Michal Oleksiejczuk,,-290,2,0,0,0.0,0,0,78,37,0.47,0,39,80,0,0,0,24,182.88,Southpaw,187.96,205,2,0
219,Nicolas Dalby,,135,1,2,1,0.25,4,1,84,31,0.36,0,64,122,0,4,1,34,180.34,Orthodox,187.96,170,0,0
220,Alen Amedovski,,-130,0,1,0,0.0,0,0,11,2,0.18,0,2,11,0,0,0,31,177.8,Orthodox,187.96,185,0,0
221,Alessio Di Chirico,,145,3,3,0,0.0,2,0,113,36,0.31,0,37,114,0,0,0,29,182.88,Orthodox,187.96,185,1,0
222,Siyar Bahadurzada,,190,4,3,0,0.0,0,0,96,12,0.12,0,14,98,0,0,0,35,180.34,Orthodox,185.42,170,3,1
223,Brandon Davis,,-155,2,4,0,0.42,7,3,99,34,0.34,0,36,103,0,4,0,29,177.8,Orthodox,182.88,135,0,1
224,Macy Chiasson,11.0,-430,3,0,0,0.0,4,0,47,26,0.55,0,58,94,0,0,0,28,180.34,Orthodox,182.88,135,2,1
225,Marc Diakiese,,-165,4,3,0,0.57,7,4,99,40,0.4,0,45,111,0,1,0,26,177.8,Orthodox,185.42,155,2,0
226,Jack Shore,,-235,0,0,0,0.57,7,4,92,46,0.5,0,81,139,1,11,0,24,172.72,Orthodox,180.34,135,0,0
227,Curtis Blaydes,3.0,-280,7,2,0,0.0,6,0,60,28,0.46,0,29,62,0,0,0,28,193.04,Orthodox,203.2,265,4,0
228,Rafael Dos Anjos,5.0,-225,18,10,0,0.0,1,0,36,14,0.38,0,23,52,0,0,0,35,172.72,Southpaw,177.8,170,4,4
229,Jordan Espinosa,11.0,210,1,1,0,0.0,0,0,13,2,0.15,0,2,13,0,0,0,30,167.64,Orthodox,175.26,125,0,0
230,Hannah Cifers,,180,2,1,0,0.0,0,0,108,46,0.42,0,50,114,0,0,0,27,154.94,Orthodox,157.48,115,0,0
231,Jamahal Hill,,-135,0,0,0,0.0,0,0,233,101,0.43,0,102,236,0,0,0,28,193.04,Southpaw,200.66,205,0,0
232,Bevon Lewis,,-370,0,2,0,0.0,3,0,82,36,0.43,0,94,146,0,0,0,28,190.5,Orthodox,200.66,185,0,0
233,Arnold Allen,,-235,6,0,0,0.0,1,0,131,63,0.48,0,68,137,0,0,0,26,172.72,Southpaw,177.8,145,0,2
234,Montel Jackson,,-700,2,1,0,0.73,15,11,103,75,0.72,1,96,130,0,3,0,27,177.8,Southpaw,190.5,135,0,1
235,Sara McMann,10.0,-125,9,5,0,0.6,5,3,50,38,0.76,0,62,84,1,7,0,39,167.64,Orthodox,167.64,135,1,3
236,Brett Johns,,-130,3,2,0,0.66,9,6,47,36,0.76,0,65,80,3,4,1,27,170.18,Orthodox,180.34,135,0,1
237,Herbert Burns,,100,0,0,0,1.0,1,1,17,7,0.41,1,7,17,1,0,0,31,175.26,Orthodox,187.96,145,0,0
238,Joanna Jedrzejczyk,5.0,-300,9,3,0,0.6,5,3,300,180,0.6,0,226,347,1,0,0,32,167.64,Orthodox,165.1,125,2,0
239,Cub Swanson,,155,15,10,0,0.0,0,0,288,135,0.46,0,143,296,0,0,0,35,172.72,Orthodox,177.8,145,4,2
240,Niko Price,,-145,5,3,0,0.0,1,0,22,11,0.5,1,15,28,0,1,0,30,182.88,Orthodox,193.04,170,3,2
241,Mackenzie Dern,,-185,2,0,0,0.0,6,0,145,20,0.13,0,50,175,0,0,0,26,162.56,Orthodox,160.02,115,0,1
242,Matt Frevola,,130,1,1,1,0.57,7,4,110,48,0.43,0,51,115,0,1,0,29,175.26,Orthodox,180.34,155,0,0
243,Eryk Anders,,-140,4,4,0,0.0,0,0,178,64,0.35,0,64,178,0,0,0,32,185.42,Southpaw,190.5,205,3,0
244,Ryan Spann,,-175,2,0,0,0.0,1,0,48,17,0.35,0,17,48,1,0,0,28,195.58,Orthodox,200.66,205,1,0
245,Mike Davis,,-290,0,1,0,1.0,2,2,222,139,0.62,2,141,224,0,1,0,27,182.88,Orthodox,182.88,155,0,0
246,Max Griffin,,-145,3,4,0,0.8,5,4,166,75,0.45,0,94,189,0,1,0,33,180.34,Orthodox,193.04,170,1,0
247,Deiveson Figueiredo,3.0,-175,5,1,0,0.0,1,0,13,8,0.61,0,8,13,1,0,0,31,165.1,Orthodox,172.72,125,3,0
248,Marlon Vera,,-140,8,4,0,0.0,1,0,133,80,0.6,0,87,140,2,0,0,26,172.72,Switch,177.8,135,3,4
249,Miguel Baeza,,-250,0,0,0,1.0,1,1,61,35,0.57,1,35,61,0,0,0,27,187.96,Orthodox,187.96,170,0,0
250,Marvin Vettori,,-370,3,2,1,0.0,0,0,205,85,0.41,0,86,206,0,0,0,26,182.88,Southpaw,187.96,185,0,1
251,JJ Aldrich,,-150,3,2,0,0.5,2,1,160,74,0.46,0,78,164,0,1,0,27,165.1,Southpaw,170.18,125,0,0
252,Yair Rodriguez,7.0,-140,7,1,0,0.0,3,0,170,96,0.56,0,136,213,0,0,0,27,180.34,Orthodox,180.34,145,3,0
253,Dominick Reyes,4.0,-200,5,0,0,0.0,0,0,11,8,0.72,1,9,12,0,0,0,29,193.04,Southpaw,195.58,205,2,1
254,Joe Lauzon,,170,14,12,0,0.5,2,1,36,25,0.69,0,28,39,0,2,0,35,177.8,Orthodox,180.34,155,5,7
255,Maycee Barber,12.0,-170,2,0,0,0.0,0,0,68,34,0.5,0,40,74,0,0,0,21,165.1,Switch,165.1,125,4,0
256,Deron Winn,,-115,1,0,0,0.4,15,6,53,29,0.54,0,66,98,0,1,1,30,167.64,Orthodox,177.8,185,0,0
257,Charles Rosa,,160,2,3,0,0.0,0,0,8,6,0.75,0,8,11,1,0,0,33,175.26,Switch,175.26,145,0,1
258,Molly McCann,,-640,2,1,0,0.35,14,5,238,113,0.47,0,126,252,1,5,0,29,162.56,Orthodox,157.48,125,0,0
259,Kyle Bochniak,,-115,2,4,0,0.6,15,1,151,42,0.27,0,52,161,0,0,0,32,170.18,Orthodox,177.8,145,0,0
260,Randy Costa,,130,0,1,0,0.0,0,0,44,22,0.5,2,23,45,0,0,0,25,175.26,Switch,185.42,135,0,0
261,Court McGee,,150,8,7,0,0.0,6,0,291,107,0.36,0,128,313,0,0,0,34,180.34,Orthodox,190.5,170,0,2
262,Brendan Allen,,135,0,0,0,0.66,3,2,22,10,0.45,0,23,41,4,5,2,23,187.96,Orthodox,190.5,185,0,0
263,Daniel Spitz,,125,1,2,0,0.0,0,0,108,32,0.29,0,32,108,0,0,0,29,200.66,Orthodox,208.28,245,1,0
264,Demian Maia,10.0,140,21,9,0,0.0,0,0,122,69,0.56,0,84,137,1,4,2,41,185.42,Southpaw,182.88,170,1,10
265,Michael Johnson,,-275,11,10,0,0.0,0,0,173,78,0.45,0,81,176,0,0,0,33,177.8,Southpaw,185.42,155,4,0
266,Frank Camacho,,160,2,3,0,0.0,0,0,9,3,0.33,0,3,9,0,0,0,30,177.8,Orthodox,185.42,170,1,0
267,Muslim Salikhov,,-165,2,1,0,0.6,5,3,132,63,0.47,0,64,133,0,0,0,35,180.34,Orthodox,177.8,170,2,0
268,Randa Markos,,-150,5,6,1,0.0,1,0,140,78,0.55,0,94,158,0,1,1,34,162.56,Orthodox,160.02,115,0,1
269,Alex White,,165,4,5,0,0.0,11,0,133,55,0.41,0,66,146,0,0,0,31,182.88,Southpaw,180.34,155,2,0
270,Enrique Barzola,,170,6,2,0,0.2,5,1,234,78,0.33,0,83,239,0,1,0,30,170.18,Orthodox,177.8,145,0,0
271,Maurice Greene,15.0,200,3,0,0,0.0,0,0,22,8,0.36,0,8,22,0,0,0,33,200.66,Orthodox,203.2,258,1,1
272,Conor McGregor,,-305,9,2,0,0.0,0,0,26,19,0.73,1,20,27,0,0,0,31,175.26,Southpaw,187.96,155,7,0
273,Holly Holm,3.0,-125,5,5,0,0.0,3,0,62,30,0.48,0,81,129,0,0,0,38,172.72,Southpaw,175.26,135,2,0
274,Aleksei Oleinik,12.0,110,6,4,0,1.0,3,3,22,7,0.31,0,25,46,3,4,0,42,187.96,Orthodox,203.2,240,1,5
275,Anthony Pettis,11.0,200,9,8,0,0.0,0,0,45,22,0.48,0,28,51,0,0,0,32,177.8,Orthodox,182.88,155,3,4
276,Roxanne Modafferi,7.0,655,2,4,0,1.0,1,1,43,19,0.44,1,112,155,0,10,1,37,170.18,Orthodox,175.26,125,1,0
277,Andre Fili,,125,8,5,0,0.42,7,3,145,49,0.33,0,56,152,0,0,0,29,180.34,Orthodox,187.96,145,2,0
278,Drew Dober,,290,8,5,0,0.0,0,0,26,13,0.5,1,13,26,0,1,0,31,172.72,Southpaw,177.8,155,4,1
279,Aleksa Camur,,-115,0,0,0,0.5,2,1,165,80,0.48,0,88,174,0,0,0,24,185.42,Orthodox,187.96,205,0,0
280,Tim Elliott,7.0,130,4,7,0,0.27,11,3,111,47,0.42,0,86,157,0,1,0,33,170.18,Southpaw,167.64,135,0,1
281,Sabina Mazo,,-105,1,1,0,0.0,0,0,323,118,0.36,0,121,327,0,0,0,22,170.18,Orthodox,177.8,125,0,0
282,Jan Blachowicz,6.0,-160,7,5,0,0.0,0,0,170,71,0.41,0,105,205,0,0,0,36,187.96,Orthodox,198.12,205,2,2
283,Charles Oliveira,13.0,-390,15,8,0,0.0,1,0,16,10,0.62,1,10,16,0,0,0,30,177.8,Orthodox,187.96,155,1,13
284,Antonio Arroyo,,105,0,0,0,1.0,1,1,47,29,0.61,0,47,67,0,0,1,30,190.5,Orthodox,185.42,185,0,0
285,Markus Perez,,135,2,2,0,0.0,1,0,96,49,0.51,0,56,103,0,0,0,21,185.42,Orthodox,185.42,185,0,2
286,Sergio Moraes,,170,8,4,1,0.25,4,1,99,41,0.41,0,42,100,0,1,0,37,182.88,Orthodox,182.88,170,1,3
287,Ricardo Ramos,,-430,4,1,0,0.66,3,2,34,10,0.29,0,12,36,1,1,0,24,175.26,Orthodox,182.88,135,1,0
288,Francisco Trinaldo,,-155,13,6,0,0.5,2,1,122,31,0.25,0,36,127,1,0,0,41,175.26,Southpaw,177.8,155,4,2
289,Warlley Alves,,-135,7,3,0,1.0,3,3,11,3,0.27,0,8,18,2,3,0,29,180.34,Orthodox,182.88,170,2,3
290,Douglas Silva de Andrade,,-235,3,3,0,0.0,0,0,163,74,0.45,0,100,190,0,0,0,34,170.18,Orthodox,172.72,145,1,0
291,Vanessa Melo,,195,0,1,0,0.0,0,0,125,40,0.32,0,76,161,0,0,0,31,165.1,Orthodox,165.1,135,0,0
292,Frankie Edgar,4.0,129,16,7,1,0.0,2,0,14,9,0.64,0,9,14,0,0,0,38,167.64,Orthodox,172.72,145,4,2
293,Volkan Oezdemir,8.0,145,4,3,0,0.0,0,0,144,63,0.43,0,118,199,0,0,0,30,193.04,Orthodox,190.5,205,3,0
294,Dooho Choi,,-280,3,2,0,0.0,0,0,94,42,0.44,1,44,96,0,0,0,28,175.26,Orthodox,177.8,145,3,0
295,Kyung Ho Kang,,-275,5,2,0,0.42,7,3,40,20,0.5,0,108,153,0,2,0,32,175.26,Orthodox,185.42,135,0,2
296,Ciryl Gane,,-641,2,0,0,0.0,1,0,160,65,0.4,0,65,160,0,0,0,29,193.04,Orthodox,205.74,241,0,2
297,Alexandre Pantoja,4.0,-181,5,2,0,1.0,1,1,62,34,0.54,1,36,64,0,1,0,29,165.1,Orthodox,171.45,125,1,2
298,Raoni Barcelos,,-151,3,0,0,0.4,5,2,100,42,0.42,0,52,112,0,4,0,32,170.18,Orthodox,170.18,135,2,1
299,Miranda Granger,,-303,1,0,0,0.0,0,0,8,4,0.5,0,5,9,0,0,0,27,170.18,Orthodox,172.72,115,0,0
300,Heili Alateng,,126,1,0,0,0.3,13,4,131,47,0.35,0,72,160,0,0,0,28,165.1,Orthodox,168.91,135,0,0
301,Kamaru Usman,0.0,-190,10,0,0,0.0,0,0,360,175,0.48,2,175,360,0,0,0,32,182.88,Switch,182.88,170,1,1
302,Max Holloway,0.0,-200,17,4,0,0.0,0,0,303,134,0.44,0,135,304,0,0,0,28,180.34,Orthodox,175.26,145,8,2
303,Amanda Nunes,0.0,-460,11,1,0,0.72,11,8,184,79,0.42,0,199,337,2,5,0,31,172.72,Orthodox,175.26,135,7,2
304,Marlon Moraes,1.0,-165,4,2,0,0.5,2,1,137,59,0.43,0,59,137,0,1,0,31,167.64,Orthodox,170.18,135,2,0
305,Geoff Neal,14.0,-300,4,0,0,0.0,0,0,23,15,0.65,1,15,23,0,0,0,29,180.34,Southpaw,190.5,170,2,1
306,Ketlen Vieira,2.0,-240,4,0,0,0.0,0,0,76,20,0.26,0,20,76,0,0,0,28,172.72,Orthodox,172.72,135,0,1
307,Ian Heinisch,10.0,-115,2,1,0,0.3,10,3,103,53,0.51,0,70,121,0,0,0,31,180.34,Orthodox,182.88,185,0,0
308,Matt Brown,,-355,14,10,0,0.66,3,2,47,30,0.63,0,40,59,0,3,0,38,182.88,Orthodox,190.5,170,10,2
309,Chase Hooper,,-165,0,0,0,0.33,3,1,36,20,0.55,0,37,70,2,2,0,20,185.42,Southpaw,191.77,145,0,0
310,Jessica Eye,2.0,185,4,6,0,0.0,1,0,196,98,0.5,0,100,198,0,0,0,33,167.64,Orthodox,167.64,125,0,0
311,Punahele Soriano,,-125,0,0,0,1.0,1,1,44,26,0.59,2,26,46,0,2,0,27,180.34,Southpaw,184.15,185,0,0
312,Rafael Dos Anjos,3.0,130,17,9,0,0.57,7,4,111,60,0.54,0,75,126,1,4,1,34,172.72,Southpaw,177.8,170,4,3
313,Antonio Carlos Junior,12.0,-160,6,3,0,0.36,11,4,33,15,0.45,0,25,43,0,4,1,29,187.96,Orthodox,200.66,185,0,4
314,Megan Anderson,,-220,1,1,0,0.0,0,0,6,3,0.5,0,5,8,0,0,0,29,182.88,Orthodox,182.88,145,1,0
315,Vicente Luque,15.0,-1100,8,2,0,0.0,0,0,25,18,0.72,1,18,25,0,0,0,27,180.34,Orthodox,190.5,170,5,3
316,Charles Oliveira,15.0,-420,14,9,0,0.0,0,0,59,38,0.64,1,43,64,1,3,1,29,177.8,Orthodox,187.96,155,0,13
317,Davi Ramos,,-550,3,1,0,0.42,7,3,114,63,0.55,0,76,128,0,3,0,32,167.64,Orthodox,177.8,155,0,3
318,Aspen Ladd,6.0,-260,2,0,0,0.75,4,3,125,69,0.55,0,85,143,3,6,0,24,167.64,Orthodox,167.64,135,2,0
319,Desmond Green,,-900,3,3,0,1.0,4,4,144,78,0.54,0,85,152,0,1,0,29,177.8,Southpaw,185.42,155,1,0
320,Danny Roberts,,-250,5,3,0,0.0,0,0,4,2,0.5,0,2,4,0,0,0,31,185.42,Southpaw,187.96,170,2,1
321,Michael Trizano,,145,2,0,0,0.0,0,0,41,20,0.48,0,24,45,0,0,0,27,180.34,Orthodox,180.34,155,0,0
322,Patrick Cummins,,-260,6,6,0,0.5,2,1,33,22,0.66,0,22,33,0,0,0,38,187.96,Orthodox,193.04,205,2,0
323,Zak Cummings,,170,7,3,0,0.0,2,0,100,34,0.34,1,41,107,1,0,0,34,182.88,Southpaw,190.5,185,1,3
324,Julio Arce,,-800,2,1,0,1.0,1,1,160,74,0.46,1,74,160,0,0,0,29,170.18,Southpaw,177.8,145,0,1
325,Rose Namajunas,0.0,120,6,2,0,0.0,2,0,125,55,0.44,1,55,125,1,1,0,26,165.1,Orthodox,165.1,115,1,3
326,Jared Cannonier,9.0,-135,4,4,0,0.0,0,0,31,17,0.54,1,18,32,0,0,0,35,180.34,Switch,195.58,185,3,0
327,Jose Aldo,1.0,-145,10,3,0,0.0,1,0,79,29,0.36,0,39,90,0,0,0,32,170.18,Orthodox,177.8,145,4,0
328,Thiago Alves,,-125,15,10,0,0.33,3,1,147,58,0.39,0,59,148,0,0,0,35,175.26,Orthodox,177.8,170,7,1
329,Irene Aldana,10.0,-400,2,2,0,0.0,0,0,247,83,0.33,0,84,248,1,1,0,31,175.26,Orthodox,172.72,135,0,0
330,Rogerio Nogueira,,105,6,5,0,0.0,0,0,24,6,0.25,0,6,24,0,0,0,42,187.96,Southpaw,190.5,205,4,0
331,Thiago Moises,,-125,0,1,0,0.66,6,4,102,66,0.64,0,115,160,1,4,0,24,175.26,Orthodox,177.8,155,0,0
332,Warlley Alves,,-135,6,3,0,0.0,0,0,157,72,0.45,1,72,157,0,0,0,28,180.34,Orthodox,182.88,170,0,3
333,BJ Penn,,525,12,14,0,0.0,0,0,177,64,0.36,0,74,188,0,0,0,40,175.26,Orthodox,177.8,155,6,4
334,Luana Carolina,,-170,0,0,0,0.0,0,0,231,111,0.48,1,126,251,3,1,2,25,167.64,Orthodox,175.26,125,0,0
335,Raoni Barcelos,,-1100,2,0,0,0.0,1,0,123,59,0.47,1,70,137,1,3,0,32,170.18,Orthodox,170.18,135,1,1
336,Talita Bernardo,15.0,-280,1,2,0,0.0,3,0,136,46,0.33,0,51,141,0,0,0,32,162.56,Orthodox,172.72,135,0,0
337,Jacare Souza,,-225,9,3,0,0.0,3,0,175,90,0.51,0,120,205,0,0,0,39,185.42,Orthodox,182.88,185,4,4
338,Greg Hardy,,-290,0,1,0,0.0,0,0,30,14,0.46,0,17,33,0,0,0,30,195.58,Orthodox,203.2,265,0,0
339,Alex Oliveira,,-165,9,5,0,0.0,1,0,137,48,0.35,0,50,139,0,0,0,31,180.34,Orthodox,193.04,170,4,3
340,Glover Teixeira,11.0,-120,11,5,0,0.0,7,0,57,30,0.52,0,35,63,1,3,0,39,187.96,Orthodox,193.04,205,4,4
341,John Lineker,8.0,-155,12,3,0,0.5,2,1,256,106,0.41,0,106,256,1,0,0,28,160.02,Orthodox,170.18,135,6,1
342,Roosevelt Roberts,,-470,1,0,0,0.5,4,2,85,53,0.62,0,95,132,0,6,0,25,187.96,Orthodox,185.42,155,0,1
343,Ben Saunders,,190,9,8,0,0.0,0,0,90,46,0.51,0,47,91,0,0,0,36,187.96,Orthodox,195.58,170,3,3
344,Andrei Arlovski,15.0,145,16,12,0,0.0,0,0,175,75,0.42,0,82,182,0,0,0,40,190.5,Orthodox,195.58,240,9,2
345,Carla Esparza,9.0,-130,3,4,0,0.4,10,4,51,25,0.49,0,97,128,0,3,1,31,154.94,Orthodox,160.02,115,0,1
346,Gilbert Burns,,-245,7,3,0,0.5,6,3,87,49,0.56,0,81,122,1,4,0,32,177.8,Orthodox,180.34,155,2,3
347,Jim Miller,,-115,18,13,0,1.0,2,2,11,6,0.54,0,8,14,1,1,0,35,172.72,Southpaw,180.34,155,3,7
348,Angela Hill,,-610,3,6,0,0.0,3,0,236,117,0.49,0,118,237,0,0,0,34,160.02,Orthodox,162.56,115,0,0
349,Court McGee,,-150,8,6,0,0.0,8,0,228,65,0.28,1,69,232,0,0,0,34,180.34,Orthodox,190.5,170,0,2
350,Alistair Overeem,7.0,-245,9,6,0,0.0,1,0,33,29,0.87,1,31,35,0,0,0,38,193.04,Orthodox,203.2,265,6,0
351,Islam Makhachev,,-320,5,1,0,0.44,9,4,20,14,0.7,0,47,53,0,2,0,27,177.8,Orthodox,177.8,155,1,2
352,Sergei Pavlovich,,-300,0,1,0,0.0,0,0,26,17,0.65,1,17,26,0,0,0,26,190.5,Southpaw,213.36,257,0,0
353,Roxanne Modafferi,7.0,270,1,3,0,0.83,6,5,79,33,0.41,0,105,162,0,5,2,36,170.18,Orthodox,175.26,125,1,0
354,Krzysztof Jotko,,-230,6,4,0,1.0,4,4,69,43,0.62,0,111,149,0,5,0,29,185.42,Southpaw,195.58,185,1,0
355,Sultan Aliev,,-110,1,2,0,0.28,7,2,63,25,0.39,0,32,70,0,0,0,34,180.34,Orthodox,187.96,170,0,0
356,Alexander Yakovlev,,-150,2,4,0,0.5,2,1,19,14,0.73,0,18,23,1,0,0,34,190.5,Southpaw,187.96,155,1,0
357,Marcin Tybura,10.0,-135,4,3,0,0.0,0,0,70,28,0.4,0,28,70,0,0,0,33,190.5,Orthodox,198.12,249,2,0
358,Gadzhimurad Antigulov,,180,2,1,0,0.0,2,0,13,6,0.46,0,6,13,0,0,0,32,180.34,Orthodox,177.8,205,0,2
359,Magomed Mustafaev,,120,2,1,0,0.0,0,0,12,10,0.83,1,11,13,0,0,0,30,172.72,Orthodox,180.34,155,1,0
360,Max Holloway,,-220,16,3,0,0.0,0,0,446,181,0.4,0,208,473,1,0,0,27,180.34,Orthodox,175.26,155,8,2
361,Kelvin Gastelum,4.0,150,10,4,0,0.11,9,1,220,91,0.41,0,92,222,0,0,1,27,175.26,Southpaw,180.34,185,3,2
362,Eryk Anders,,-185,3,3,0,0.0,1,0,69,16,0.23,0,19,72,0,0,0,31,185.42,Southpaw,190.5,185,2,0
363,Alan Jouban,,110,7,4,0,0.5,2,1,100,24,0.24,0,25,101,0,1,0,37,182.88,Southpaw,185.42,170,4,0
364,Ovince Saint Preux,12.0,115,11,7,0,0.37,8,3,8,4,0.5,0,8,12,0,2,1,36,190.5,Southpaw,203.2,205,5,4
365,Jalin Turner,,-165,1,1,0,0.0,0,0,116,35,0.3,0,42,124,1,0,1,23,190.5,Southpaw,195.58,155,1,0
366,Wilson Reis,4.0,150,7,5,0,0.25,4,1,6,1,0.16,0,2,7,0,0,0,34,162.56,Southpaw,165.1,125,0,2
367,Max Griffin,,110,2,4,0,0.54,11,6,92,47,0.51,0,72,121,3,2,0,33,180.34,Orthodox,193.04,170,1,0
368,Boston Salmon,,-175,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,28,175.26,Southpaw,175.26,135,0,0
369,Curtis Millender,,135,3,1,0,0.0,0,0,96,48,0.5,0,50,98,0,1,0,31,187.96,Orthodox,193.04,170,1,0
370,Montel Jackson,,-600,1,1,0,0.75,4,3,107,64,0.59,0,160,218,0,3,1,26,177.8,Southpaw,190.5,135,0,1
371,Lauren Mueller,,145,1,1,0,0.0,0,0,116,47,0.4,0,105,182,0,1,0,27,165.1,Orthodox,170.18,125,0,0
372,Brandon Davis,,-190,1,3,0,0.0,0,0,88,35,0.39,0,40,93,1,0,0,28,177.8,Orthodox,182.88,135,0,0
373,Edson Barboza,6.0,-120,14,6,0,0.0,0,0,32,13,0.4,0,13,32,0,0,0,33,180.34,Orthodox,190.5,155,7,0
374,David Branch,11.0,130,4,4,0,0.0,0,0,6,1,0.16,0,1,6,0,0,0,37,185.42,Orthodox,198.12,185,1,0
375,Josh Emmett,10.0,130,4,2,0,0.0,3,0,87,22,0.25,1,22,87,0,0,0,34,167.64,Orthodox,177.8,145,1,0
376,Karolina Kowalkiewicz,6.0,-160,5,3,0,0.0,0,0,118,57,0.48,0,77,141,0,0,0,33,160.02,Orthodox,162.56,115,0,0
377,Kennedy Nzechukwu,,-185,0,0,0,0.0,0,0,72,40,0.55,0,47,80,0,1,0,27,196.0,Southpaw,211.0,205,0,0
378,Sodiq Yusuff,,-145,1,0,0,0.0,3,0,148,73,0.49,1,99,177,0,1,0,25,175.26,Orthodox,180.34,145,1,0
379,Marina Rodriguez,,-350,0,1,0,0.0,1,0,202,118,0.58,1,129,213,0,0,1,31,167.64,Orthodox,165.1,115,0,0
380,Ross Pearson,,450,12,13,0,0.0,1,0,24,12,0.5,0,12,24,0,0,0,34,172.72,Orthodox,175.26,155,4,0
381,Enrique Barzola,,-125,5,1,0,0.0,8,0,126,52,0.41,0,53,127,0,0,0,29,170.18,Switch,177.8,145,0,0
382,Kevin Holland,,-225,1,1,0,0.5,2,1,43,27,0.62,0,76,98,2,4,2,26,190.5,Orthodox,205.74,185,0,1
383,Ray Borg,,-230,5,3,0,0.7,10,7,35,17,0.48,0,22,40,0,3,1,25,162.56,Orthodox,160.02,135,0,2
384,Sabina Mazo,,-165,0,0,0,0.0,0,0,144,64,0.44,0,73,157,0,0,0,22,170.18,Orthodox,177.8,125,0,0
385,Alex Perez,,-365,3,1,0,0.5,4,2,110,60,0.54,0,150,220,0,1,0,27,167.64,Orthodox,165.1,135,1,1
386,Stephen Thompson,4.0,-430,9,4,0,0.0,0,0,107,47,0.43,0,47,107,0,0,0,36,182.88,Orthodox,190.5,170,5,0
387,Curtis Blaydes,4.0,-275,5,3,0,0.63,11,7,33,22,0.66,0,72,90,0,4,0,28,193.04,Orthodox,203.2,265,2,0
388,John Makdessi,,-300,9,6,0,0.0,0,0,137,73,0.53,0,75,139,0,0,0,33,172.72,Orthodox,172.72,155,3,0
389,Jussier Formiga,1.0,150,8,4,0,0.6,5,3,51,26,0.5,0,51,78,0,7,0,33,165.1,Orthodox,170.18,125,0,3
390,Luis Pena,,-225,1,1,0,0.33,3,1,112,52,0.46,0,66,127,0,1,2,25,190.5,Southpaw,190.5,155,0,1
391,Maycee Barber,,-275,1,0,0,0.0,0,0,110,55,0.5,0,59,115,0,0,0,20,165.1,Switch,165.1,125,1,0
392,Bryce Mitchell,,130,1,0,0,0.0,3,0,44,17,0.38,0,28,56,2,1,1,24,177.8,Southpaw,177.8,145,0,0
393,Marlon Vera,,-170,6,4,0,0.0,0,0,16,12,0.75,1,13,17,0,0,0,26,172.72,Switch,177.8,135,2,3
394,Alexis Davis,5.0,-145,6,3,0,0.5,2,1,122,72,0.59,0,107,174,0,2,0,34,167.64,Orthodox,172.72,125,0,1
395,Randa Markos,14.0,135,4,6,0,1.0,1,1,26,13,0.5,0,20,33,1,2,0,33,162.56,Orthodox,160.02,115,0,0
396,Ryan MacDonald,,260,0,0,0,0.0,3,0,75,15,0.2,0,15,75,0,0,0,26,180.34,Switch,180.34,135,0,0
397,Eric Shelton,11.0,-130,2,3,0,0.0,0,0,81,25,0.3,0,25,81,0,0,0,28,167.64,Orthodox,172.72,125,0,0
398,Darren Till,3.0,-225,5,2,0,1.0,1,1,43,21,0.48,1,22,44,0,0,0,26,182.88,Southpaw,187.96,170,2,0
399,Leon Edwards,9.0,-140,8,2,0,0.66,3,2,49,31,0.63,1,47,69,0,1,0,27,182.88,Southpaw,187.96,170,2,1
400,Volkan Oezdemir,5.0,220,3,2,0,0.14,7,1,99,35,0.35,0,48,112,0,0,0,29,187.96,Orthodox,190.5,205,2,0
401,Nathaniel Wood,,-335,2,0,0,0.66,3,2,81,30,0.37,0,39,91,2,3,1,25,167.64,Orthodox,175.26,135,0,2
402,Danny Roberts,,130,5,2,0,0.0,0,0,45,26,0.57,0,29,48,0,2,3,31,185.42,Southpaw,187.96,170,2,1
403,Jack Marshman,,-135,2,3,0,0.0,0,0,149,31,0.2,0,31,149,0,0,0,29,182.88,Orthodox,185.42,185,1,0
404,Arnold Allen,,-150,4,0,0,0.0,0,0,111,37,0.33,1,41,117,0,0,0,25,172.72,Southpaw,177.8,145,0,2
