,location,date,weight_class,finish_round,finish_round_time,no_of_rounds,finish,winner,title_bout,finish_details,r_fighter,b_fighter,date_dt
169,"Montevideo, Uruguay","Aug 10, 2019",Featherweight,3,5:00,3,S-DEC,Red,False,,Enrique Barzola,Bobby Moffett,2019-08-10
170,"Montevideo, Uruguay","Aug 10, 2019",Welterweight,3,5:00,3,U-DEC,Red,False,,Gilbert Burns,Aleksei Kunchenko,2019-08-10
171,"Montevideo, Uruguay","Aug 10, 2019",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Tecia Torres,Marina Rodriguez,2019-08-10
172,"Montevideo, Uruguay","Aug 10, 2019",Flyweight,1,2:56,3,KO/TKO,Red,False,,Rogerio Bontorin,Raulian Paiva,2019-08-10
173,"Montevideo, Uruguay","Aug 10, 2019",Bantamweight,3,5:00,3,S-DEC,Blue,False,,Geraldo de Freitas,Chris Gutierrez,2019-08-10
174,"Montevideo, Uruguay","Aug 10, 2019",Lightweight,3,5:00,3,U-DEC,Blue,False,,Kazula Vargas,Alex Da Silva,2019-08-10
175,"Montevideo, Uruguay","Aug 10, 2019",Women's Flyweight,1,1:09,3,SUB,Red,False,Armbar,Veronica Macedo,Polyana Viana,2019-08-10
176,"Anaheim, California, USA","Aug 17, 2019",Heavyweight,4,4:09,5,KO/TKO,Blue,True,Punches,Daniel Cormier,Stipe Miocic,2019-08-17
177,"Anaheim, California, USA","Aug 17, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Anthony Pettis,Nate Diaz,2019-08-17
178,"Anaheim, California, USA","Aug 17, 2019",Middleweight,3,5:00,3,U-DEC,Blue,False,,Yoel Romero,Paulo Costa,2019-08-17
179,"Anaheim, California, USA","Aug 17, 2019",Featherweight,1,4:14,3,KO/TKO,Blue,False,Punch,Gabriel Benitez,Sodiq Yusuff,2019-08-17
180,"Anaheim, California, USA","Aug 17, 2019",Middleweight,3,5:00,3,U-DEC,Red,False,,Derek Brunson,Ian Heinisch,2019-08-17
181,"Anaheim, California, USA","Aug 17, 2019",Lightweight,1,4:15,3,KO/TKO,Blue,False,Punch,Devonte Smith,Khama Worthy,2019-08-17
182,"Anaheim, California, USA","Aug 17, 2019",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Raphael Assuncao,Cory Sandhagen,2019-08-17
183,"Anaheim, California, USA","Aug 17, 2019",Lightweight,3,5:00,3,U-DEC,Blue,False,,Christos Giagos,Drakkar Klose,2019-08-17
184,"Anaheim, California, USA","Aug 17, 2019",Catch Weight,3,5:00,3,U-DEC,Blue,False,,Manny Bermudez,Casey Kenney,2019-08-17
185,"Anaheim, California, USA","Aug 17, 2019",Women's Strawweight,3,5:00,3,U-DEC,Red,False,,Hannah Cifers,Jodie Esquibel,2019-08-17
186,"Anaheim, California, USA","Aug 17, 2019",Bantamweight,3,5:00,3,S-DEC,Red,False,,Kyung Ho Kang,Brandon Davis,2019-08-17
187,"Anaheim, California, USA","Aug 17, 2019",Women's Flyweight,3,5:00,3,U-DEC,Red,False,,Sabina Mazo,Shana Dobson,2019-08-17
188,"Shenzhen, Guangdong, China","Aug 31, 2019",Flyweight,3,5:00,3,U-DEC,Red,False,,Kai Kara-France,Mark De La Rosa,2019-08-31
189,"Shenzhen, Guangdong, China","Aug 31, 2019",Middleweight,2,4:39,3,SUB,Blue,False,Anaconda Choke,Junyong Park,Anthony Hernandez,2019-08-31
190,"Shenzhen, Guangdong, China","Aug 31, 2019",Bantamweight,3,5:00,3,U-DEC,Red,False,,Su Mudaerji,Andre Soukhamthath,2019-08-31
191,"Shenzhen, Guangdong, China","Aug 31, 2019",Lightweight,3,5:00,3,U-DEC,Red,False,,Damir Ismagulov,Thiago Moises,2019-08-31
192,"Shenzhen, Guangdong, China","Aug 31, 2019",Bantamweight,3,5:00,3,U-DEC,Red,False,,Heili Alateng,Danaa Batgerel,2019-08-31
193,"Shenzhen, Guangdong, China","Aug 31, 2019",Women's Bantamweight,3,5:00,3,S-DEC,Red,False,,Karol Rosa,Lara Procopio,2019-08-31
194,"Vancouver, British Columbia, Canada","Sep 14, 2019",Lightweight,1,4:18,5,KO/TKO,Blue,False,Punch,Donald Cerrone,Justin Gaethje,2019-09-14
195,"Vancouver, British Columbia, Canada","Sep 14, 2019",Light Heavyweight,3,5:00,3,S-DEC,Red,False,,Glover Teixeira,Nikita Krylov,2019-09-14
196,"Vancouver, British Columbia, Canada","Sep 14, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Michel Pereira,Tristan Connelly,2019-09-14
197,"Vancouver, British Columbia, Canada","Sep 14, 2019",Middleweight,3,5:00,3,S-DEC,Red,False,,Uriah Hall,Antonio Carlos Junior,2019-09-14
198,"Vancouver, British Columbia, Canada","Sep 14, 2019",Light Heavyweight,1,3:38,3,SUB,Red,False,Peruvian Necktie,Misha Cirkunov,Jimmy Crute,2019-09-14
199,"Vancouver, British Columbia, Canada","Sep 14, 2019",Heavyweight,1,0:59,3,KO/TKO,Blue,False,Punches,Marcin Tybura,Augusto Sakai,2019-09-14
200,"Vancouver, British Columbia, Canada","Sep 14, 2019",Bantamweight,3,5:00,3,S-DEC,Blue,False,,Cole Smith,Miles Johns,2019-09-14
201,"Vancouver, British Columbia, Canada","Sep 14, 2019",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Brad Katona,Hunter Azure,2019-09-14
202,"Vancouver, British Columbia, Canada","Sep 14, 2019",Featherweight,3,5:00,3,U-DEC,Red,False,,Chas Skelly,Jordan Griffin,2019-09-14
203,"Vancouver, British Columbia, Canada","Sep 14, 2019",Bantamweight,1,4:43,3,KO/TKO,Red,False,Punch,Louis Smolka,Ryan MacDonald,2019-09-14
204,"Vancouver, British Columbia, Canada","Sep 14, 2019",Lightweight,3,5:00,3,U-DEC,Blue,False,,Kyle Prepolec,Austin Hubbard,2019-09-14
205,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Women's Strawweight,3,5:00,3,M-DEC,Red,False,,Carla Esparza,Alexa Grasso,2019-09-21
206,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Irene Aldana,Vanessa Melo,2019-09-21
207,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Featherweight,2,1:31,3,KO/TKO,Blue,False,Spinning Back Fist,Martin Bravo,Steven Peterson,2019-09-21
208,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Bantamweight,3,5:00,3,U-DEC,Red,False,,Jose Quinonez,Carlos Huachin,2019-09-21
209,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Featherweight,1,1:36,3,KO/TKO,Blue,False,Punch,Marco Polo Reyes,Kyle Nelson,2019-09-21
210,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Women's Strawweight,3,1:56,3,KO/TKO,Blue,False,Elbow,Ariane Carnelossi,Angela Hill,2019-09-21
211,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Flyweight,3,5:00,3,U-DEC,Red,False,,Sergio Pettis,Tyson Nam,2019-09-21
212,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Light Heavyweight,1,3:19,3,SUB,Blue,False,Rear Naked Choke,Vinicius Moreira,Paul Craig,2019-09-21
213,"Mexico City, Distrito Federal, Mexico","Sep 21, 2019",Women's Bantamweight,3,5:00,3,U-DEC,Blue,False,,Sijara Eubanks,Bethe Correia,2019-09-21
214,"Copenhagen, Denmark","Sep 28, 2019",Middleweight,2,0:27,5,KO/TKO,Blue,False,Punch,Jack Hermansson,Jared Cannonier,2019-09-28
215,"Copenhagen, Denmark","Sep 28, 2019",Lightweight,1,1:12,3,KO/TKO,Red,False,Punches,Mark Madsen,Danilo Belluardo,2019-09-28
216,"Copenhagen, Denmark","Sep 28, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Gunnar Nelson,Gilbert Burns,2019-09-28
217,"Copenhagen, Denmark","Sep 28, 2019",Light Heavyweight,1,2:35,3,KO/TKO,Red,False,Elbows,Ion Cutelaba,Khalil Rountree Jr.,2019-09-28
218,"Copenhagen, Denmark","Sep 28, 2019",Light Heavyweight,2,2:46,3,SUB,Blue,False,Other - Choke,Michal Oleksiejczuk,Ovince Saint Preux,2019-09-28
219,"Copenhagen, Denmark","Sep 28, 2019",Welterweight,3,5:00,3,U-DEC,Red,False,,Nicolas Dalby,Alex Oliveira,2019-09-28
220,"Copenhagen, Denmark","Sep 28, 2019",Middleweight,1,0:17,3,KO/TKO,Blue,False,Punch,Alen Amedovski,John Phillips,2019-09-28
221,"Copenhagen, Denmark","Sep 28, 2019",Middleweight,3,5:00,3,U-DEC,Blue,False,,Alessio Di Chirico,Makhmud Muradov,2019-09-28
222,"Copenhagen, Denmark","Sep 28, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Siyar Bahadurzada,Ismail Naurdiev,2019-09-28
223,"Copenhagen, Denmark","Sep 28, 2019",Featherweight,3,5:00,3,S-DEC,Blue,False,,Brandon Davis,Giga Chikadze,2019-09-28
224,"Copenhagen, Denmark","Sep 28, 2019",Women's Bantamweight,3,5:00,3,U-DEC,Blue,False,,Macy Chiasson,Lina Lansberg,2019-09-28
225,"Copenhagen, Denmark","Sep 28, 2019",Lightweight,3,5:00,3,U-DEC,Red,False,,Marc Diakiese,Lando Vannata,2019-09-28
226,"Copenhagen, Denmark","Sep 28, 2019",Bantamweight,3,2:51,3,SUB,Red,False,Rear Naked Choke,Jack Shore,Nohelin Hernandez,2019-09-28
227,"Raleigh, North Carolina, USA","Jan 25, 2020",Heavyweight,2,1:06,5,KO/TKO,Red,False,Punches,Curtis Blaydes,Junior Dos Santos,2020-01-25
228,"Raleigh, North Carolina, USA","Jan 25, 2020",Welterweight,3,5:00,3,U-DEC,Blue,False,,Rafael Dos Anjos,Michael Chiesa,2020-01-25
229,"Raleigh, North Carolina, USA","Jan 25, 2020",Flyweight,1,2:33,3,SUB,Blue,False,Arm Triangle,Jordan Espinosa,Alex Perez,2020-01-25
230,"Raleigh, North Carolina, USA","Jan 25, 2020",Women's Strawweight,2,4:26,3,KO/TKO,Blue,False,Elbows,Hannah Cifers,Angela Hill,2020-01-25
231,"Raleigh, North Carolina, USA","Jan 25, 2020",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Jamahal Hill,Darko Stosic,2020-01-25
232,"Raleigh, North Carolina, USA","Jan 25, 2020",Middleweight,3,5:00,3,U-DEC,Red,False,,Bevon Lewis,Dequan Townsend,2020-01-25
233,"Raleigh, North Carolina, USA","Jan 25, 2020",Featherweight,3,5:00,3,U-DEC,Red,False,,Arnold Allen,Nik Lentz,2020-01-25
234,"Raleigh, North Carolina, USA","Jan 25, 2020",Bantamweight,3,5:00,3,U-DEC,Red,False,,Montel Jackson,Felipe Colares,2020-01-25
235,"Raleigh, North Carolina, USA","Jan 25, 2020",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Sara McMann,Lina Lansberg,2020-01-25
236,"Raleigh, North Carolina, USA","Jan 25, 2020",Bantamweight,3,2:53,3,SUB,Red,False,Rear Naked Choke,Brett Johns,Tony Gravely,2020-01-25
237,"Raleigh, North Carolina, USA","Jan 25, 2020",Featherweight,1,2:43,3,KO/TKO,Red,False,Knee,Herbert Burns,Nate Landwehr,2020-01-25
238,"Tampa, Florida, USA","Oct 12, 2019",Women's Strawweight,5,5:00,5,U-DEC,Red,False,,Joanna Jedrzejczyk,Michelle Waterson,2019-10-12
239,"Tampa, Florida, USA","Oct 12, 2019",Featherweight,3,5:00,3,U-DEC,Red,False,,Cub Swanson,Kron Gracie,2019-10-12
240,"Tampa, Florida, USA","Oct 12, 2019",Welterweight,1,1:44,3,KO/TKO,Red,False,Kick,Niko Price,James Vick,2019-10-12
241,"Tampa, Florida, USA","Oct 12, 2019",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Mackenzie Dern,Amanda Ribas,2019-10-12
242,"Tampa, Florida, USA","Oct 12, 2019",Lightweight,3,5:00,3,S-DEC,Red,False,,Matt Frevola,Luis Pena,2019-10-12
243,"Tampa, Florida, USA","Oct 12, 2019",Middleweight,3,5:00,3,S-DEC,Red,False,,Eryk Anders,Gerald Meerschaert,2019-10-12
244,"Tampa, Florida, USA","Oct 12, 2019",Light Heavyweight,2,2:01,3,SUB,Red,False,Guillotine Choke,Ryan Spann,Devin Clark,2019-10-12
245,"Tampa, Florida, USA","Oct 12, 2019",Lightweight,3,4:45,3,KO/TKO,Red,False,Punch,Mike Davis,Thomas Gifford,2019-10-12
246,"Tampa, Florida, USA","Oct 12, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Max Griffin,Alex Morono,2019-10-12
247,"Tampa, Florida, USA","Oct 12, 2019",Flyweight,1,3:08,3,SUB,Red,False,Guillotine Choke,Deiveson Figueiredo,Tim Elliott,2019-10-12
248,"Tampa, Florida, USA","Oct 12, 2019",Bantamweight,3,3:17,3,KO/TKO,Red,False,Elbows,Marlon Vera,Andre Ewell,2019-10-12
249,"Tampa, Florida, USA","Oct 12, 2019",Welterweight,2,2:32,3,KO/TKO,Red,False,Kick,Miguel Baeza,Hector Aldana,2019-10-12
250,"Tampa, Florida, USA","Oct 12, 2019",Middleweight,3,5:00,3,U-DEC,Red,False,,Marvin Vettori,Andrew Sanchez,2019-10-12
251,"Tampa, Florida, USA","Oct 12, 2019",Women's Flyweight,3,5:00,3,U-DEC,Red,False,,JJ Aldrich,Lauren Mueller,2019-10-12
252,"Boston, Massachusetts, USA","Oct 18, 2019",Featherweight,3,5:00,3,U-DEC,Red,False,,Yair Rodriguez,Jeremy Stephens,2019-10-18
253,"Boston, Massachusetts, USA","Oct 18, 2019",Light Heavyweight,1,1:43,5,KO/TKO,Red,False,Punches,Dominick Reyes,Chris Weidman,2019-10-18
254,"Boston, Massachusetts, USA","Oct 18, 2019",Lightweight,1,1:33,3,KO/TKO,Red,False,Punches,Joe Lauzon,Jonathan Pearce,2019-10-18
255,"Boston, Massachusetts, USA","Oct 18, 2019",Women's Flyweight,1,3:04,3,KO/TKO,Red,False,Punches,Maycee Barber,Gillian Robertson,2019-10-18
256,"Boston, Massachusetts, USA","Oct 18, 2019",Middleweight,3,5:00,3,S-DEC,Blue,False,,Deron Winn,Darren Stewart,2019-10-18
257,"Boston, Massachusetts, USA","Oct 18, 2019",Featherweight,1,2:46,3,SUB,Red,False,Armbar,Charles Rosa,Manny Bermudez,2019-10-18
258,"Boston, Massachusetts, USA","Oct 18, 2019",Women's Flyweight,3,5:00,3,U-DEC,Red,False,,Molly McCann,Diana Belbita,2019-10-18
259,"Boston, Massachusetts, USA","Oct 18, 2019",Featherweight,3,5:00,3,U-DEC,Blue,False,,Kyle Bochniak,Sean Woodson,2019-10-18
260,"Boston, Massachusetts, USA","Oct 18, 2019",Bantamweight,1,2:15,3,KO/TKO,Red,False,Punch,Randy Costa,Boston Salmon,2019-10-18
261,"Boston, Massachusetts, USA","Oct 18, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Court McGee,Sean Brady,2019-10-18
262,"Boston, Massachusetts, USA","Oct 18, 2019",Middleweight,2,3:38,3,SUB,Red,False,Rear Naked Choke,Brendan Allen,Kevin Holland,2019-10-18
263,"Boston, Massachusetts, USA","Oct 18, 2019",Heavyweight,3,5:00,3,U-DEC,Blue,False,,Daniel Spitz,Tanner Boser,2019-10-18
264,"Kallang, Singapore","Oct 26, 2019",Welterweight,3,3:54,5,SUB,Red,False,Rear Naked Choke,Demian Maia,Ben Askren,2019-10-26
265,"Kallang, Singapore","Oct 26, 2019",Lightweight,3,5:00,3,M-DEC,Blue,False,,Michael Johnson,Stevie Ray,2019-10-26
266,"Kallang, Singapore","Oct 26, 2019",Lightweight,1,2:02,3,SUB,Blue,False,Rear Naked Choke,Frank Camacho,Beneil Dariush,2019-10-26
267,"Kallang, Singapore","Oct 26, 2019",Welterweight,3,5:00,3,U-DEC,Red,False,,Muslim Salikhov,Laureano Staropoli,2019-10-26
268,"Kallang, Singapore","Oct 26, 2019",Women's Strawweight,3,5:00,3,S-DEC,Red,False,,Randa Markos,Ashley Yoder,2019-10-26
269,"Kallang, Singapore","Oct 26, 2019",Lightweight,3,5:00,3,U-DEC,Blue,False,,Alex White,Rafael Fiziev,2019-10-26
270,"Kallang, Singapore","Oct 26, 2019",Featherweight,3,5:00,3,U-DEC,Blue,False,,Enrique Barzola,Movsar Evloev,2019-10-26
271,"Kallang, Singapore","Oct 26, 2019",Heavyweight,1,2:11,3,KO/TKO,Blue,False,Punches,Maurice Greene,Sergei Pavlovich,2019-10-26
272,"Las Vegas, Nevada, USA","Jan 18, 2020",Welterweight,1,0:40,5,KO/TKO,Red,False,Punches,Conor McGregor,Donald Cerrone,2020-01-18
273,"Las Vegas, Nevada, USA","Jan 18, 2020",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Holly Holm,Raquel Pennington,2020-01-18
274,"Las Vegas, Nevada, USA","Jan 18, 2020",Heavyweight,2,4:38,3,SUB,Red,False,Armbar,Aleksei Oleinik,Maurice Greene,2020-01-18
275,"Las Vegas, Nevada, USA","Jan 18, 2020",Lightweight,2,1:46,3,SUB,Blue,False,Rear Naked Choke,Anthony Pettis,Diego Ferreira,2020-01-18
276,"Las Vegas, Nevada, USA","Jan 18, 2020",Women's Flyweight,3,5:00,3,U-DEC,Red,False,,Roxanne Modafferi,Maycee Barber,2020-01-18
277,"Las Vegas, Nevada, USA","Jan 18, 2020",Featherweight,3,5:00,3,U-DEC,Blue,False,,Andre Fili,Sodiq Yusuff,2020-01-18
278,"Las Vegas, Nevada, USA","Jan 18, 2020",Lightweight,1,1:10,3,KO/TKO,Red,False,Punch,Drew Dober,Nasrat Haqparast,2020-01-18
279,"Las Vegas, Nevada, USA","Jan 18, 2020",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Aleksa Camur,Justin Ledet,2020-01-18
280,"Las Vegas, Nevada, USA","Jan 18, 2020",Flyweight,3,5:00,3,U-DEC,Blue,False,,Tim Elliott,Askar Askarov,2020-01-18
281,"Las Vegas, Nevada, USA","Jan 18, 2020",Women's Flyweight,3,5:00,3,S-DEC,Red,False,,Sabina Mazo,JJ Aldrich,2020-01-18
282,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Light Heavyweight,5,5:00,5,S-DEC,Red,False,,Jan Blachowicz,Jacare Souza,2019-11-16
283,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Lightweight,1,1:26,3,KO/TKO,Red,False,Punch,Charles Oliveira,Jared Gordon,2019-11-16
284,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Middleweight,3,5:00,3,U-DEC,Blue,False,,Antonio Arroyo,Andre Muniz,2019-11-16
285,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Middleweight,3,5:00,3,U-DEC,Blue,False,,Markus Perez,Wellington Turman,2019-11-16
286,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Welterweight,3,4:19,3,KO/TKO,Blue,False,Punch,Sergio Moraes,James Krause,2019-11-16
287,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Featherweight,1,3:57,3,SUB,Red,False,Rear Naked Choke,Ricardo Ramos,Eduardo Garagorri,2019-11-16
288,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Lightweight,3,5:00,3,U-DEC,Red,False,,Francisco Trinaldo,Bobby Green,2019-11-16
289,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Welterweight,2,1:22,3,SUB,Blue,False,Triangle Choke,Warlley Alves,Randy Brown,2019-11-16
290,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Featherweight,3,5:00,3,U-DEC,Red,False,,Douglas Silva de Andrade,Renan Barao,2019-11-16
291,"Sao Paulo, Sao Paulo, Brazil","Nov 16, 2019",Women's Bantamweight,3,5:00,3,U-DEC,Blue,False,,Vanessa Melo,Tracy Cortez,2019-11-16
292,"Busan, South Korea","Dec 21, 2019",Featherweight,1,3:18,5,KO/TKO,Blue,False,Punches,Frankie Edgar,Chan Sung Jung,2019-12-21
293,"Busan, South Korea","Dec 21, 2019",Light Heavyweight,3,5:00,3,S-DEC,Red,False,,Volkan Oezdemir,Aleksandar Rakic,2019-12-21
294,"Busan, South Korea","Dec 21, 2019",Featherweight,2,4:32,3,KO/TKO,Blue,False,Punches,Dooho Choi,Charles Jourdain,2019-12-21
295,"Busan, South Korea","Dec 21, 2019",Bantamweight,3,5:00,3,S-DEC,Red,False,,Kyung Ho Kang,Liu Pingyuan,2019-12-21
296,"Busan, South Korea","Dec 21, 2019",Heavyweight,3,5:00,3,U-DEC,Red,False,,Ciryl Gane,Tanner Boser,2019-12-21
297,"Busan, South Korea","Dec 21, 2019",Flyweight,1,4:17,3,KO/TKO,Red,False,Punch,Alexandre Pantoja,Matt Schnell,2019-12-21
298,"Busan, South Korea","Dec 21, 2019",Bantamweight,3,5:00,3,U-DEC,Red,False,,Raoni Barcelos,Said Nurmagomedov,2019-12-21
299,"Busan, South Korea","Dec 21, 2019",Women's Strawweight,1,3:43,3,SUB,Blue,False,Rear Naked Choke,Miranda Granger,Amanda Lemos,2019-12-21
300,"Busan, South Korea","Dec 21, 2019",Bantamweight,3,5:00,3,S-DEC,Red,False,,Heili Alateng,Ryan Benoit,2019-12-21
301,"Las Vegas, Nevada, USA","Dec 14, 2019",Welterweight,5,4:10,5,KO/TKO,Red,True,Punch,Kamaru Usman,Colby Covington,2019-12-14
302,"Las Vegas, Nevada, USA","Dec 14, 2019",Featherweight,5,5:00,5,U-DEC,Blue,True,,Max Holloway,Alexander Volkanovski,2019-12-14
303,"Las Vegas, Nevada, USA","Dec 14, 2019",Women's Bantamweight,5,5:00,5,U-DEC,Red,True,,Amanda Nunes,Germaine de Randamie,2019-12-14
304,"Las Vegas, Nevada, USA","Dec 14, 2019",Bantamweight,3,5:00,3,S-DEC,Red,False,,Marlon Moraes,Jose Aldo,2019-12-14
305,"Las Vegas, Nevada, USA","Dec 14, 2019",Welterweight,1,1:30,3,KO/TKO,Red,False,Punches,Geoff Neal,Mike Perry,2019-12-14
306,"Las Vegas, Nevada, USA","Dec 14, 2019",Women's Bantamweight,1,4:51,3,KO/TKO,Blue,False,Punch,Ketlen Vieira,Irene Aldana,2019-12-14
307,"Las Vegas, Nevada, USA","Dec 14, 2019",Middleweight,3,5:00,3,U-DEC,Blue,False,,Ian Heinisch,Omari Akhmedov,2019-12-14
308,"Las Vegas, Nevada, USA","Dec 14, 2019",Welterweight,2,4:55,3,KO/TKO,Red,False,Punches,Matt Brown,Ben Saunders,2019-12-14
309,"Las Vegas, Nevada, USA","Dec 14, 2019",Featherweight,1,4:34,3,KO/TKO,Red,False,Elbows,Chase Hooper,Daniel Teymur,2019-12-14
310,"Las Vegas, Nevada, USA","Dec 14, 2019",Women's Flyweight,3,5:00,3,U-DEC,Red,False,,Jessica Eye,Viviane Araujo,2019-12-14
311,"Las Vegas, Nevada, USA","Dec 14, 2019",Middleweight,1,3:17,3,KO/TKO,Red,False,Punch,Punahele Soriano,Oskar Piechota,2019-12-14
312,"Rochester, New York, USA","May 18, 2019",Welterweight,4,3:47,5,SUB,Red,False,Arm Triangle,Rafael Dos Anjos,Kevin Lee,2019-05-18
313,"Rochester, New York, USA","May 18, 2019",Middleweight,3,5:00,3,U-DEC,Blue,False,,Antonio Carlos Junior,Ian Heinisch,2019-05-18
314,"Rochester, New York, USA","May 18, 2019",Women's Featherweight,1,3:24,3,SUB,Blue,False,Rear Naked Choke,Megan Anderson,Felicia Spencer,2019-05-18
315,"Rochester, New York, USA","May 18, 2019",Welterweight,1,3:52,3,KO/TKO,Red,False,Punch,Vicente Luque,Derrick Krantz,2019-05-18
316,"Rochester, New York, USA","May 18, 2019",Lightweight,2,2:11,3,KO/TKO,Red,False,Punch,Charles Oliveira,Nik Lentz,2019-05-18
317,"Rochester, New York, USA","May 18, 2019",Lightweight,3,5:00,3,U-DEC,Red,False,,Davi Ramos,Austin Hubbard,2019-05-18
318,"Rochester, New York, USA","May 18, 2019",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Aspen Ladd,Sijara Eubanks,2019-05-18
319,"Rochester, New York, USA","May 18, 2019",Lightweight,3,5:00,3,U-DEC,Red,False,,Desmond Green,Charles Jourdain,2019-05-18
320,"Rochester, New York, USA","May 18, 2019",Welterweight,1,1:47,3,KO/TKO,Blue,False,Flying Knee,Danny Roberts,Michel Pereira,2019-05-18
321,"Rochester, New York, USA","May 18, 2019",Featherweight,2,2:27,3,SUB,Blue,False,Rear Naked Choke,Michael Trizano,Grant Dawson,2019-05-18
322,"Rochester, New York, USA","May 18, 2019",Light Heavyweight,1,3:39,3,KO/TKO,Blue,False,Knee,Patrick Cummins,Ed Herman,2019-05-18
323,"Rochester, New York, USA","May 18, 2019",Middleweight,3,4:01,3,SUB,Red,False,Guillotine Choke,Zak Cummings,Trevin Giles,2019-05-18
324,"Rochester, New York, USA","May 18, 2019",Featherweight,3,1:49,3,KO/TKO,Red,False,Kick,Julio Arce,Julian Erosa,2019-05-18
325,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Women's Strawweight,2,2:58,5,KO/TKO,Blue,True,Slam,Rose Namajunas,Jessica Andrade,2019-05-11
326,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Middleweight,1,4:47,3,KO/TKO,Red,False,Kick,Jared Cannonier,Anderson Silva,2019-05-11
327,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Featherweight,3,5:00,3,U-DEC,Blue,False,,Jose Aldo,Alexander Volkanovski,2019-05-11
328,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Thiago Alves,Laureano Staropoli,2019-05-11
329,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Women's Bantamweight,3,3:24,3,SUB,Red,False,Armbar,Irene Aldana,Bethe Correia,2019-05-11
330,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Light Heavyweight,1,2:07,3,KO/TKO,Blue,False,Punch,Rogerio Nogueira,Ryan Spann,2019-05-11
331,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Lightweight,3,5:00,3,U-DEC,Red,False,,Thiago Moises,Kurt Holobaugh,2019-05-11
332,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Welterweight,3,4:13,3,KO/TKO,Red,False,Punch,Warlley Alves,Sergio Moraes,2019-05-11
333,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Lightweight,3,5:00,3,U-DEC,Blue,False,,BJ Penn,Clay Guida,2019-05-11
334,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Women's Flyweight,3,5:00,3,U-DEC,Red,False,,Luana Carolina,Priscila Cachoeira,2019-05-11
335,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Bantamweight,2,4:49,3,KO/TKO,Red,False,Elbows,Raoni Barcelos,Carlos Huachin,2019-05-11
336,"Rio de Janeiro, Rio de Janeiro, Brazil","May 11, 2019",Women's Bantamweight,3,0:48,3,KO/TKO,Blue,False,Punch,Talita Bernardo,Viviane Araujo,2019-05-11
337,"Sunrise, Florida, USA","Apr 27, 2019",Middleweight,5,5:00,5,U-DEC,Blue,False,,Jacare Souza,Jack Hermansson,2019-04-27
338,"Sunrise, Florida, USA","Apr 27, 2019",Heavyweight,1,2:15,3,KO/TKO,Red,False,Punches,Greg Hardy,Dmitrii Smoliakov,2019-04-27
339,"Sunrise, Florida, USA","Apr 27, 2019",Welterweight,3,5:00,3,U-DEC,Blue,False,,Alex Oliveira,Mike Perry,2019-04-27
